,job_title,company_name,location,post_Date,Qualifications
258,"Data Scientist, Analytics",Evernote,"Redwood City, CA 94063 (Downtown area)","<span class=""date"">1 day ago</span>","About the team:

The Evernote Analytics team is responsible for providing data insights that inform and influence our product and business decisions. We are looking for data scientists who are passionate about using data to solve interesting or challenging problems, to shape the future of what we build at Evernote. The ideal candidate will have a background in a quantitative or technical field, will have experience working with complex data sets, and will have experience in data-driven decision making. You are intellectually curious, focused on results, and have demonstrated success in using analytics to drive the understanding, development, and success of product or marketing initiatives.


What you will do:
Apply your expertise in quantitative analysis, data mining, and data visualization to see beyond the numbers, understand how our users interact and engage with Evernote, and draw actionable insights
Partner closely with product, engineering and marketing teams to solve problems and identify trends and opportunities
Lead the definition of product and business success metrics, collaborate with working teams to ensure correct data tracking instrumentation for measurement
Build reports and dashboards to monitor KPIs (Key Performance Indicators), understand drivers of KPI changes
Help set up experiments, analyze and interpret results
Effectively communicate insights and recommendations to stakeholders
Design and implement predictive models to improve engagement, conversion, and retention
Lead ongoing decisions concerning data collection, test/study design and data analyses


What you have done:
Bachelors or Masters in Computer Science, Statistics, Math, Finance, or other quantitative field
3+ years experience doing quantitative analysis
Experience in querying and manipulating large data sets using data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, SAS, Matlab)
Experience with designing and deploying compelling dashboards using business intelligence tools (e.g. Tableau)
Knowledge in applied statistics (e.g. hypothesis testing, regressions, predictive modelings) or experimentation (e.g. A/B testing) in an industry setting
Ability to translate complex data into actionable insights for a non-technical audience


Who you are:
Strong problem solving and analytical skills
Driven self-starter with good attention to detail
Willingness to learn new technologies, tools and approaches to problem solving
Excellent communication and presentation skills
Experience working within the tech sector preferred


We are committed to an inclusive and diverse Evernote. We believe that different perspectives lead to better ideas, and better ideas allow us to better understand the needs and interests of our diverse, global Evernote Community. We welcome people of different backgrounds, experiences, abilities and perspectives and are an equal opportunity employer.


California privacy notice: Read our privacy policy for job applicants here"
259,Data Scientist,Triplebyte,California,"<span class=""date"">19 days ago</span>","About Triplebyte

Triplebyte is transforming the way software engineers are hired. Our mission is to build an open, valuable and skills-based credential for all engineers and data scientists. This is important because millions of people have skills (and deserve good jobs), but don't fit the profile that recruiters seek. We aim to cut out that noise by matching opportunities to people who have the skills to succeed in them - regardless of their background.

Companies like Apple, Dropbox and American Express trust Triplebyte's technical assessment to identify the best engineers for their open roles and reduce the time and effort it takes to hire them.

We raised a $35 million Series B and our team of 64 is growing! We're building out the leadership of our team to help us scale to the next phase.

Press Links:

You can read more about our company and hear from our founders in the press here:

Triplebyte raises $35M for its online coding test and credentialing service for hiring engineers

Triplebyte incubates ColorStack to increase Black and Latinx representation in CS programs

CNBC (Your Next Job Interview Could be with a Robot)

Building an Engineering Team - Harj Taggar and Ammon Bartram

Role Description

As a data scientist at Triplebyte, you'll have the opportunity to work on a variety of challenges to help us scale. You'll be part of a small team, who are leveraging data to fix technical hiring. Your day to day, will include a mix of dataset acquisition, statistical modeling, exploratory data analysis, and software engineering. You'll report directly to Triplebytes' Head of Machine Learning and will work alongside a team of 6-8 machine learning engineers and data scientists.Fields your work will touch on
Psychometrics
Recommender systems
Time series analysis
Survival analysis
Bayesian inference
Probabilistic programming
This is an ideal role for a data scientist who wants the scope and responsibility to own features/products from the inception and research phase through to measuring real-world results.


Compensation and Benefits

Competitive salary and stock options package

Open vacation policy

Employer paid health, vision and dental insurance

401(k) plan with matching

Pre-tax commuter benefits

Daily catered lunches

The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company does not discriminate against employees or applicants (in any aspect of employment, including, but not limited to recruiting and hiring, job assignment, compensation, opportunities for advancement, promotion, transfers, evaluation, benefits, training, discipline, and termination), on the basis of any characteristic protected under applicable federal, state, or local laws."
260,Data Scientist,Airspace Technologies Inc,"Carlsbad, CA 92010","<span class=""date"">1 day ago</span>","Who Are We?
At Airspace Technologies, we live and breathe our core values: One Team, Customer Obsessed, Trust Through Communication, Impactful Everyday, Passionate about our Mission, and Innovative Mindset. Our Vision is ""To create the most trusted delivery network the world has ever seen - twice as fast at half the cost"", and our Mission is ""To make shipping faster, safer, and more transparent than it's ever been through people, service, and technology."" By applying these to our daily tasks and interactions, we have created a company culture that is unrivaled in our industry.

What We Do:
Airspace Technologies is a critical logistics startup. We’re what happens when next-day shipping isn’t fast enough! From Airplane parts to movie reels and even human organs, our software is revolutionizing the industry by giving shippers a view of their packages in every stage of its transportation. We calculate optimal routes, track airplanes in flight, and automatically dispatch drivers using our native mobile app. We have the obligatory pantry full of snacks, fun company activities, unlimited PTO, 401k contribution matching, and a growing list of benefits that keep employees happy.
Description:
As a data scientist, you will be a part of the team that provides intelligent solutions to complex problems. The Data Science team designs, develops, and implements algorithms anytime there is a business need for smart automated solutions. As a logistics company, Airspace has a lot of moving parts, many of which could be enhanced with machine learning, optimization or statistical modeling. The ideal candidate would be a data scientist with savvy programming skills. In this role, you will work closely with the analytics, backend engineering teams, and product teams.

Responsibilities:
Support and enhance existing optimization and machine learning services
Design, train and deploy production models
Develop probabilistic models
Work closely with the analytics team, data engineers and backend engineers

Qualifications:
Bachelor’s or Master’s degree in Data Science, Computer Science, Math, Statistics or a related discipline
2+ years of data science experience
Proficiency in Python
Strong applied statistics skills
Understanding of various machine learning algorithms
Experience in optimization
Excellent communication skills

Good to have:
Experience with AWS
Experience with deep learning
Experience with Java, Go, C/C++

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation."
261,Data Scientist,"RMDS Lab, Inc","South Lake, CA","<span class=""date"">15 days ago</span>","About RMDS LabRMDS Lab and its Global Association for Research Methods and Data Science provides data & AI ecosystem services. Our global platform at GRMDS.org enables data & research professionals to meet, learn, and collaborate with fellow data science professionals to solve problems. RMDS Lab was founded in 2009 by IBM Chief Data Scientist Alex Liu and is headquartered in Pasadena, CA with partners worldwide. It serves more than 36,000 members and affiliates around the world. *Job DescriptionData ScientistQualificationsMajor in quantitative background such as Data science, Computer science, Applied Math, etc.Bachelor’s degree or above necessaryExperience in data science work/projects, knowledge and experience in Python and R is required, other programming languages is a plusExperience in processing big amounts of dataStrong communication and writing skillsOne year’s experience requiredStrong interests in machine learning and a fast learnerProject management experience is a plusJob DescriptionYou will be tasked with taking charge of analyzing different data projects to generate insights for practical impactsBuilding analytical workflows on different data sourcesWorking with other experts to assess data and AI maturityWorking with other experts to develop analytical solutions such as risk scoring and recommendation enginesDevelop data science related courses and may deliver the courses when neededProvide consultation on data science and machine learningJob Types: Full-time, Part-time, Internship**RMDS is proud to be an equal opportunity employer. We celebrate diversity and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetics, disability, age, or veteran status. RMDS is also committed to compliance with all fair employment practices regarding citizenship and immigration status.*Job Types: Full-time, Part-time, InternshipPay: $42.00 - $52.00 per hourCOVID-19 considerations:Employees safety is a number one concern for RMDS. During COVID-19 our employees work remotelyExperience:Data Science: 1 year (Required)Project Management: 1 year (Preferred)Education:Bachelor's (Required)Work Location:One locationWork Remotely:Temporarily due to COVID-19"
262,Data Scientist,Airspace Technologies,"Carlsbad, CA 92010","<span class=""date"">1 day ago</span>","Job Details
Job Location
Airspace Technologies - Carlsbad, CA
Position Type
Full Time
Who Are We?
At Airspace Technologies, we live and breathe our core values: One Team, Customer Obsessed, Trust Through Communication, Impactful Everyday, Passionate about our Mission, and Innovative Mindset. Our Vision is ""To create the most trusted delivery network the world has ever seen - twice as fast at half the cost"", and our Mission is ""To make shipping faster, safer, and more transparent than it's ever been through people, service, and technology."" By applying these to our daily tasks and interactions, we have created a company culture that is unrivaled in our industry.

What We Do:
Airspace Technologies is a critical logistics startup. We’re what happens when next-day shipping isn’t fast enough! From Airplane parts to movie reels and even human organs, our software is revolutionizing the industry by giving shippers a view of their packages in every stage of its transportation. We calculate optimal routes, track airplanes in flight, and automatically dispatch drivers using our native mobile app. We have the obligatory pantry full of snacks, fun company activities, unlimited PTO, 401k contribution matching, and a growing list of benefits that keep employees happy.
Description:
As a data scientist, you will be a part of the team that provides intelligent solutions to complex problems. The Data Science team designs, develops, and implements algorithms anytime there is a business need for smart automated solutions. As a logistics company, Airspace has a lot of moving parts, many of which could be enhanced with machine learning, optimization or statistical modeling. The ideal candidate would be a data scientist with savvy programming skills. In this role, you will work closely with the analytics, backend engineering teams, and product teams.
Responsibilities:
Support and enhance existing optimization and machine learning services
Design, train and deploy production models
Develop probabilistic models
Work closely with the analytics team, data engineers and backend engineers
Qualifications:
Bachelor’s or Master’s degree in Data Science, Computer Science, Math, Statistics or a related discipline
2+ years of data science experience
Proficiency in Python
Strong applied statistics skills
Understanding of various machine learning algorithms
Experience in optimization
Excellent communication skills
Good to have:
Experience with AWS
Experience with deep learning
Experience with Java, Go, C/C++
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation."
263,Data Scientist,ELT Solutions,"San Jose, CA","<span class=""date"">3 days ago</span>","Location: San Jose, CA, Irving, TX
Salary: DOE

What You’ll Do
As a member of this dynamic and fast-paced team, you will perform cross-functional data engineering and analysis in a big data environment.
Specific responsibilities include:

Collect and organize data requirements and processes
Work with data engineers to ensure the availability of accurate and timely data
Perform impact assessment and deep-dive analysis in collaboration with stakeholders to ensure data integrity, consistency, usability, and completeness
Write SQL for data support for business processes and ETL in Hadoop
Identify patterns and trends and communicate them to stakeholders
Assess usability of new data sources
Apply statistical analysis to quantify impact of business processes.
Extract patterns and actionable insights from data.

Top Skills Required

Demonstrate ability and job history of

Predictive Analytics
Modeling of Predictive Analytics
Statistics Background
SQL, HADOOP and SPARK Experience

Qualification

Bachelor’s degree or equivalent
Strong statistical foundation including descriptive analysis and hypothesis testing
Creative problem solver – ability to identify and analyze complex patterns
Effective communicator with both technical and non-technical audiences.
Proficient in SQL and at least one programming (or scripting) language SPARK, HADOOP"
264,Data Scientist (Full Time; Multiple Openings),RingCentral,"Belmont, CA","<span class=""date"">6 days ago</span>","Data Scientist (Full Time; Multiple Openings)
Location: Belmont, CA
Job Description:
Responsible for analysis and coordination across a broad portfolio of programs to support the scaling of RingCentral’s Innovation department.
Job Duties:
Analyzing complex processes and translating them into business and functional requirements for Analytics use by RingCentral’s customers
Working closely with Network Operations, Systems Operations, Product, Sales and Marketing teams to understand business problems and develop suitable predictive models
Data collection, data mining, cleansing and verifying the integrity of data that is fed to predictive models
Performing ad-hoc data analysis and presenting results in clear manner
Utilizing cutting-edge technology including Hadoop, Hive, Machine Learning and Deep Learning to ingest network and call data for products including Glip, RC Meetings and multiple databases
Developing predictive models based on network traffic data and call data to analyze outages and possible security exploits using machine learning and deep learning
Designing and developing predictive and prescriptive models for churn prediction and product adoption depending on customer usage data
Analyzing the network and system level security threats depending on data and network logs for telephony and RC Meetings applications.
Required Skills/Tools:
Experience with data MySQL, Hadoop, Vertica, Redshift, Statistics, Machine Learning, Java, Python, R, Linux, Informatica Power Center, Salesforce, Oracle Netsuite, Streamsets and Tableau is required.
Education/Experience/Qualifications:
U.S. Master’s degree in Computer Science, Electrical Engineering or a related field, or foreign equivalent, plus two (2) years of related experience, or U.S. Bachelor’s degree or equivalent in Computer Science, Electrical Engineering or a related field plus five (5) years of related experience, is required. Within the foregoing parameters, any suitable combination of education, training and experience is acceptable.
About RingCentral
RingCentral is the worldwide leader in cloud-based communications. Our software communications platform delivers phone, group chat, mobile communications, video calls, videoconference, contact center and AI-driven digital engagement. It’s a powerful, global presence that allows businesses to communicate anywhere, anytime with anyone.
RingCentral is headquartered in Belmont, California and has offices around the world.
RingCentral is an equal opportunity employer that truly values diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
265,Data Scientist - Inference & Experimentation Frameworks,Stitch Fix,"San Francisco, CA","<span class=""date"">1 day ago</span>","About the Team

The Experimentation and Inference Frameworks team leverages expert experimental design, statistical modeling, and causal inference to help Stitch Fix rigorously evaluate our actions and technology. Our team develops tools and frameworks to address complex experimental designs and observational analyses. We work closely with cross-functional partners both on the business side and within the Algorithms team to identify opportunities to improve and scale experimentation.

About the Role

In this role you will have the chance to build experimentation frameworks and drive research into human-in-the-loop behavior through experimental design, implementation, and analysis to drive strategic business decisions. You will have autonomy to help shape the direction of experimentation and inference at Stitch Fix through your ideas to improve what we do and how we do it.

You're excited about this opportunity because you will get the chance to…

Identify, develop, and evangelize tooling, approaches, and data products that raise the bar of validity in experiment design and analyses across the Styling organization
Frame slippery business problems and innovate a path forward
Research and implement statistical approaches to solve unique business challenges
Collaborate with multiple teams and functions to deliver deep-dive analyses and experiment design for new initiatives and high-priority business areas
Develop and iterate on our processes to empower more efficient and rigorous experimentation

We're excited about you because…

You have an advanced degree in a quantitative field with an emphasis on experimentation and/or inferential statistics
You have 3+ years of work experience in data science
You have experience designing/conducting experiments in an industry setting
You have experience partnering cross-functionally and enjoy gathering input from stakeholders
You are a proactive communicator who helps simplify and move complex problems forward
You have experience coding at a production level in Python or R
You are innovative and inspired to take on new challenges and you do not shy away from potential failure

Why You'll Love Working at Stitch Fix

We are a group of people who are bright, kind and motivated by challenge. You can be your authentic self here, and are empowered to encourage others to do the same!
We are a successful, fast-growing company at the forefront of tech and fashion, redefining retail for the next generation
We are a technologically and data-driven business
We are committed to our clients and connected through our vision of ""Transforming the way people find what they love""
We love solving problems, thinking creatively and trying new things
We believe in autonomy & taking initiative
We are challenged, developed and have meaningful impact
We take what we do seriously. We don't take ourselves seriously
We have a smart, experienced leadership team that wants to do it right & is open to new ideas
We offer competitive compensation packages and comprehensive health benefits
You will be proud to say that you work for Stitch Fix and will know that the work you do brings joy to our clients every day

About Stitch Fix
At Stitch Fix, we're about personal styling for everybody and we believe in both a service and a workplace where you can be your best, most authentic self. We're the first fashion retailer to combine technology and data science with the human instinct of a Stylist to deliver a deeply personalized shopping experience. This novel juxtaposition attracts a highly diverse group of talented people who are both thinkers and doers. All of this results in a simple, powerful offering to our customers and a successful, growing business serving millions of men, women, and kids. We believe we are only scratching the surface on our opportunity, and we're looking for incredible people like you to help us carry on that trend.

Please review Stitch Fix's Recruiting Privacy Policy here:
https://www.stitchfix.com/privacy/usrecruitingprivacy"
266,Customer Quality Data Scientist,Rivian Automotive,"Irvine, CA","<span class=""date"">Just posted</span>","This is what you’ll do:
Oversee all aspects of the Customer Quality (warranty, customer satisfaction, etc.) data infrastructure and statistics developmentEstablish data requirements that will ensure customer quality concerns are rapidly addressedEstablish strategic plans, policies and procedures to deliver continuous improvement with exceptional qualityDemonstrate system capability through application of statistical analysis of attribute and variable dataSupport Prediction, Prevention, and Protection of quality issues and devise risk mitigation solutions by providing in depth warranty analysisSupport method to establish all Customer Quality KPI’s for all Rivian Products and drive organizational awareness and deliveryEnsure product and process teams have line of sight to vehicle performance after salesWork hand in hand with Service Operations to develop, retrieve, and utilize field data to continually improve our products and reduce our warranty costs

This is what you’ll need:
Bachelor’s in Statistics or similar discipline, Master’s PreferredStrong statistical and problem-solving capability4 plus years’ experience with Warranty data and Statistical AnalysisKnowledge of data visualization tools such as TableauKnowledge of AIAG, VDA, APQP and related toolsDemonstrated leadership in driving quality improvements in overall vehicle attribute performanceAbility to manage multiple projects across varying geographic locations simultaneouslyWillingness to work in a strong cross functional environmentProven technical knowledge and ability to collaborate with engineering, manufacturing, and suppliersComfortable working in a manufacturing / production environment

This is where you’ll work:
Department: Quality
Location: Irvine, CA

Rivian description:
Rivian is on a mission to keep the world adventurous forever. This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract.

As a company, we constantly challenge what’s possible, never simply accepting what has always been done. We reframe old problems, seek new solutions and operate comfortably in areas that are unknown. Our backgrounds are diverse, but our team shares a love of the outdoors and a desire to protect it for future generations.

We operate development centers in Plymouth, MI, Irvine CA and San Jose, CA, and Surrey, England, as well as a manufacturing facility in Normal, Illinois.
Rivian is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: Rivian is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Rivian are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Rivian will not tolerate discrimination or harassment based on any of these characteristics. Rivian encourages applicants of all ages."
267,Applied Data Scientist,Spring Discovery,"San Carlos, CA 94070","<span class=""date"">2 days ago</span>","Spring is accelerating the discovery of therapies for aging and its related diseases. Machine learning and data science are at our core, and we're building a rare computational team that works closely with our biologists, together fighting disease.

Impact
Aging is the single greatest risk factor for the most detrimental diseases on Earth — cardiovascular disease, neurodegenerative disease, pulmonary disease, cancer, muscle wasting, and more — and drugs that slow the biological damage accumulated while aging have the potential to reduce the incidences of these diseases, possibly simultaneously. We believe that in the not-too-distant future, the discovery of therapies for aging will provide some of the most effective tools in history for reducing our burden of disease and extending our healthy lifespan.

Our mission is to dramatically accelerate the realization of that future. And we’re bringing a new set of machine learning tools to bear on this challenge.

Yes, you belong
We are building a cross-functional team. We don't expect you to have a background in biology, just as we don't expect our biologists to be experts in ML. We do expect our teams to work respectfully and closely, learning together every day.

We value building a diverse, inclusive environment and welcome all applicants regardless of gender, sexual orientation, ethnicity, race, education, age, or other personal characteristics.

About you

Experience. You have 3+ years of real-world experience in data science, software development, or machine learning.
Maturity in face of ambiguity. You help define questions instead of just answering them. You work to resolve ambiguity — and you're comfortable making decisions when it remains.
Analytical intuition. You're comfortable dealing with data and forming and testing hypotheses. You have a developed sense of whether analysis lacks rigor and how to improve it.
Love answering questions that help others. You get energy being faced with a series of questions that are important for others’ work and driving quickly towards answers that help them.
Tends towards ownership. You’re able to lead an analysis from the earliest stages of acquiring data all the way through to reaching conclusions from that data.
Crisp communicator. You excel at crisp, concise written or spoken communication. You love learning and teaching others in a cross-functional team (we're biologists, computational folks, and more).
Driven by impact. You're most motivated when working on a problem of important consequence, no matter what's necessary to do so.


Nice to have

Biological data experience. You bring familiarity with the pitfalls and analytical techniques typically encountered with large biological datasets.
Deep learning intuition. You bring intuition about datasets and experiment structures for deep learning from personal experience.
Scientific background. You have cultural familiarity with scientists and labs from personal experience. You know the language of scientists as well as that of the technical world.

Benefits
Competitive salary and equity in a growing, well-funded startup
Excellent medical, dental, and vision coverage
Generous vacation policy
Healthy feedback-focused environment — leadership will have high expectations, regularly share constructive feedback, expect you to grow, and welcome receiving feedback from you


A unique moment
We have deep support from some of the best investors in the world: General Catalyst, First Round, Felicis, Laura Deming's Longevity Fund, pharma/biotech angels, and many more. Our advisors are world leaders in aging research, senior execs at pharma, and top tech entrepreneurs.

And at the same time, we're just getting started. You're joining a team that has the funding needed to be ambitious while still early enough to help define our culture, choices, and success. Our expectations of you — and of ourselves — are high.

To fighting disease, together!"
268,Data Scientist Intern,Internet Brands,"Los Angeles, CA","<span class=""date"">2 days ago</span>","Internet Brands is looking for a Data Scientist Intern to join our Los Angeles-based headquarters. As a Data Scientist Inter, you will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products and services. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality analytical and prediction systems integrated with our products. Examples projects include optimization of lead generation systems using machine learning techniques and building recommendation systems for personalized user content. Some of the brands/verticals you will work on are WebMD, Medscape, and Legal.

Responsibilities:
Selecting features, building and optimizing classifiers using machine learning techniques.Data mining using state-of-the-art methods.Extending the company's data with third-party sources of information when needed.Enhancing data collection procedures to include information that is relevant for building analytic systems.Processing, cleansing, and verifying the integrity of data used for analysis.Doing ad-hoc analysis and presenting results in a clear manner.Creating automated machine learning-based systems and constant tracking of its performance.

Skills and Qualifications:
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.Experience with common data science toolkits, such as R, Scikit-learn, NumPy, Tensorflow.

Excellence in at least one of these is highly desirable:
Great communication skills.Experience with data visualization tools, such as D3.js, GGplot, etc.Proficiency in using query languages such as SQL.Experience with NoSQL databases.Good applied statistics skills, such as distributions, statistical testing, regression, etc.Good scripting and programming skills in Python or Java.Data-oriented personality.

Education:
B.S. in Computer Science, Software Engineering, Information Science, Mathematics, Statistics, Electrical Engineering, Physics or related fields.M.S. or PhD in Computer Science, Software Engineering, Information Science, Mathematics, Statistics, Electrical Engineering, Physics or related fields.

About Internet Brands:

Headquartered in El Segundo, Calif., Internet Brands® is a fully integrated online media and software services organization focused on four high-value vertical categories: Health, Automotive, Legal, and Home/Travel. The company's award-winning consumer websites lead their categories and serve more than 250 million monthly visitors, while a full range of web presence offerings has established deep, long-term relationships with SMB and enterprise clients. Internet Brands' powerful, proprietary operating platform provides the flexibility and scalability to fuel the company's continued growth. Internet Brands is a portfolio company of KKR and Temasek. For more information, please visit www.internetbrands.com.


Internet Brands and its wholly-owned affiliates are an equal opportunity employer."
269,Data Scientist,Berkshire Hathaway Homestate Companies,"San Francisco, CA 94111 (Financial District area)","<span class=""date"">1 day ago</span>","WHO WE ARE:
Berkshire Hathaway Homestate Companies (BHHC) is a group of six insurance companies that are part of the Berkshire Hathaway Group. Our Workers Compensation Division provides premier workers compensation insurance coverage to employers across the country. BHHC has earned an enviable record of success in the insurance industry supported by an A++ A.M. Best rating for the last 10 consecutive years and has seen significant growth. Join us!
WHAT WE’RE LOOKING FOR:
This position is responsible for identifying business trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to moderately complex data mining while working collaboratively with senior level staff. Designs, develops and implements the most valuable business solutions for the organization. Prepares big data implements data models and develops database to support the business solutions.
Articulates, presents, and documents analytic and technical opportunities, constraints, and recommendations.
Present the tools to internal teams and perform technical discussions.
Develops, constructs, maintains, and tests architectures such as databases and large-scale processing systems.
Proposes and evaluates innovative solutions for analyzing, clustering, associating, and classifying data.
Develops and validates algorithms via analysis, computer simulation, and prototyping.
Works with team members to identify and cover every edge case imaginable.
Helps maintain large-scale analytics infrastructure, including distributed storage and computation clusters.
Invent and analyze big data for given business cases and help implement them in production
Define key metrics to track performance and inform product decisions.
Devise and evaluate models for diverse business needs, such as identifying growth opportunities, risk management, personalizing user experience, and fraud detection and prevention.
Drive the collection of new data and the refinement of existing data sources.
Partner closely with business stakeholders to identify and investigate opportunities, and with other tech teams to improve platform capabilities around data modeling, testing platforms, data visualization, and data architecture.
HOW YOU’D FIT IN:
Education: Bachelor’s degree in Computer Science, Statistics, Numerical Analysis or related field from an accredited four year college or university required.
Experience: Four to seven years’ experience in Data Science creating and optimizing models using latest tools such as R, Python, Spark, Hadoop, SAS, etc.
Technical Skills: Knowledge and understanding of analytical tools, such as SAS, Excel, SQL.
Analytical Ability: Collects, analyzes, and synthesizes data and information from diverse sources that is often complex, voluminous, and technical. Spots issues and detects gaps in available information. Uses intuition and experience to enhance understanding and interpret data. Determines the costs and benefits of alternative courses of action.
Math and Reasoning Ability: Able to solve practical problems and deal with a variety of concrete variables in situations where some limited standardization exists. Able to interpret instructions furnished in written, oral, diagram, or schedule form. Relies on extensive experience and judgment to plan and accomplish goals.
WHY YOU SHOULD APPLY:
Unparalleled financial strength and stability
Fantastic growth and advancement opportunities
Relaxed Atmosphere with Casual Dress Code
Generous Paid Time Off and Holidays
Excellent Benefits (Medical, Dental, Vision, 401k, etc.)
Tuition Assistance Reimbursement
Discounts across companies such as GEICO, See’s Candies, etc.
NOTE: BHHC does not conduct interviews via social media (e.g. Google hangout, LinkedIn, etc.). Please be aware that any such contact is fraudulent and we advise that you not provide any personal information. This organization participates in E-Verify. For more information on E-Verify, please contact DHS: 888.897.7781 www.dhs.gov/E-Verify. We will consider for employment-qualified applicants with criminal histories as required by local ordinance. Additionally, no applicant will be denied employment solely on the grounds of conviction of a criminal offense except to the extent necessary to obtain a necessary license or to comply with The Violent Crime Control and Law Enforcement Act of l994, which prohibits the employment by an insurance company of persons convicted of certain crimes, unless a waiver is obtained."
270,Jr. Data Scientist,Potrero Medical Inc.,"Hayward, CA 94545 (Glen Eden area)","<span class=""date"">8 days ago</span>","At Potrero Medical, our mission is to help clinicians transform patient care by developing a predictive technology platform for supporting the early detection of critical illnesses.

Our medical device, the Accuryn® Monitoring System, received 510(k) clearance from the FDA in 2016 and helps hospitals accurately measure patients’ vital signs such as urine output, body core temperature, and intra-abdominal pressure.

We are a Silicon Valley-based predictive health company developing the next generation of medical devices with smart sensors and artificial intelligence. Founded in the historical Potrero Hill neighborhood of San Francisco, we emerged out of Theranova, a MedTech incubator focused on tackling the biggest challenges in healthcare.
Jr. Data Scientist

POSITION DESCRIPTION
This role will assist the data science team in performing exploratory data analysis, algorithm development and statistical analysis of clinical data as well as writing publications and other scientific documents. Additionally, the role will occasionally be required to contribute to infrastructure and testing of data pipelines.

ESSENTIAL FUNCTIONS (Included but not limited to)
Python
Ability to modify or write scripts with pandas, NumPy that move data, provide visualizations, or perform other analysis.
Ability to debug code
Understanding of the fundamentals of statistics and machine learning.
Understanding of how to visualize data.
Open minded and flexible. Ability to absorb and learn new concepts.
Curiosity and love of science.
Work well both independently and as a part of a team.
Perform additional responsibilities or other functions as assigned

REQUIREMENTS
2+ years’ experience preferably in the medical device or a similarly regulated industry.
Ability to test code to ensure that it works.
Ability to query analytics databases (SQL).
Exposure or familiarity with clinical trial statistics.
Basic knowledge of biology or medicine.
Ability to read scientific literature.
Familiarity with Agile methodology.
Responsible for performing all duties in compliance with FDA’s Quality System Regulation (QSR), ISO13485, ISO 14971, the Canadian Medical Device Regulations, and all other international regulatory requirements with which Potrero Medical complies.

EDUCATION
BS in data science or similar field. M.S./Ph.D preferred.

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

WORK ENVIRONMENT
This job operates in a professional office environment, it can be performed remotely.
This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines.


PHYSICAL DEMANDS
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.
While performing the duties of this job, the employee is regularly required to talk or hear and participate in conference calls
While performing the duties of this job, the employee is regularly required to type at a keyboard and produce working computer software.
The employee is occasionally required to sit; balance; and stoop, kneel, or crouch. The employee must frequently lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus.


EQUAL EMPLOYMENT OPPORTUNITY (EEO) STATEMENT
We are an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
